"139","185","21473","0"
"140","186","21520","0"
"141","187","21521","0"
"142","188","21525","0"
"143","189","21523","0"
"144","190","21522","0"
"145","191","21524","0"
"146","192","21939","0"
"147","193","21939","0"
"148","196","21973","0"
"149","197","21974","0"
"150","198","21268","0"
"151","199","22464","0"
"152","200","17255","0"
"153","201","22265","0"
"154","202","22350","0"
"155","806","71273","0"
"156","203","22473","0"
"157","204","22720","0"
"158","205","22719","0"
"159","206","20344","0"
"160","207","22620","0"
"161","208","22724","0"
"162","209","22724","0"
"163","210","22724","0"
"164","211","23656","0"
"165","212","23647","0"
"166","95","14576","0"
"167","96","14346","0"
"168","97","14339","0"
"169","98","14344","0"
"170","99","14342","0"
"171","100","10721","0"
"172","101","14349","0"
"173","102","14579","0"
"174","103","14578","0"
"175","104","14573","0"
"176","105","14575","0"
"177","106","14574","0"
"178","107","14632","0"
"179","108","14776","0"
"180","109","14777","0"
"181","110","15289","0"
"182","111","15290","0"
"183","112","18164","0"
"184","113","15902","0"
"185","114","15902","0"
"186","115","15902","0"
"187","116","15676","0"
"188","117","15672","0"
"189","118","15681","0"
"190","119","15680","0"
"191","120","15679","0"
"192","121","15676","0"
"193","122","15676","0"
"194","123","16314","0"
"195","124","10718","0"
"196","125","17158","0"
"197","126","17142","0"
"198","127","14584","0"
"199","128","17142","0"
"200","129","17697","0"
"201","130","17694","0"
"202","131","17696","0"
"203","132","17759","0"
"204","133","17699","0"
"205","134","17700","0"
"206","135","17701","0"
"207","213","19483","0"
"208","214","23952","0"
"209","215","23928","0"
"210","216","21939","0"
"211","219","25159","0"
"212","220","23928","0"
"213","221","25280","0"
"214","222","24693","0"
"215","223","24725","0"
"216","224","24745","0"
"217","225","24758","0"
"218","226","24757","0"
"219","227","19996","0"
"220","228","24758","0"
"221","229","22350","0"
"222","230","25335","0"
"223","233","25511","0"
"226","236","28108","0"
"227","237","28428","0"
"228","238","26691","0"
"229","239","22464","0"
"230","240","25871","0"
"231","241","27507","0"
"232","242","14583","0"
"233","243","27567","0"
"234","244","27567","0"
"235","245","27567","0"
"236","246","27785","0"
"237","247","25832","0"
"238","248","25833","0"
"239","249","25835","0"
"240","250","27796","0"
"241","251","27659","0"
"242","252","27660","0"
"243","253","25831","0"
"244","254","27247","0"
"245","382","31992","0"
"246","385","17890","0"
"247","386","34410","0"
"248","387","27818","0"
"249","388","35249","0"
"250","389","35250","0"
"251","391","35551","0"
"252","392","35757","0"
"253","393","35740","0"
"254","394","35754","0"
"255","395","35553","0"
"256","396","35755","0"
"257","397","35751","0"
"258","398","35136","0"
"259","399","35134","0"
"260","400","35135","0"
"261","401","37145","0"
"262","402","36022","0"
"263","403","36213","0"
"264","404","15672","0"
"265","405","37160","0"
"266","406","37159","0"
"267","407","35750","0"
"268","408","37231","0"
"269","409","37138","0"
"270","410","14341","0"
"271","411","37799","0"
"272","412","37800","0"
"273","413","38018","0"
"274","414","229","0"
"275","415","38031","0"
"276","416","38032","0"
"277","417","38046","0"
"278","418","38048","0"
"279","460","42703","0"
"280","461","42837","0"
"281","462","41089","0"
"282","463","43090","0"
"283","464","41989","0"
"284","465","41991","0"
"285","466","43562","0"
"286","467","38757","0"
"287","468","43254","0"
"288","469","43637","0"
"289","470","43638","0"
"290","471","41990","0"
"291","472","41592","0"
"292","473","43689","0"
"293","474","43692","0"
"294","475","43693","0"
"295","476","43695","0"
"296","477","43697","0"
"297","478","46087","0"
"298","479","43704","0"
"299","480","43705","0"
"300","481","43706","0"
"301","482","43707","0"
"302","483","43708","0"
"303","484","43709","0"
"304","485","43710","0"
"305","486","43711","0"
"306","487","43712","0"
"307","488","43713","0"
"308","489","43715","0"
"309","490","43714","0"
"310","491","43716","0"
"311","492","43717","0"
"312","493","43718","0"
"313","494","43719","0"
"314","495","43720","0"
"315","496","43721","0"
"316","497","43722","0"
"317","498","43723","0"
"318","499","43724","0"
"319","500","43725","0"
"320","501","43726","0"
"321","503","44633","0"
"322","504","43686","0"
"323","505","44759","0"
"324","506","43900","0"
"325","507","44757","0"
"326","508","44807","0"
"327","509","44808","0"
"328","510","44837","0"
"329","511","44836","0"
"330","512","44635","0"
"331","513","45163","0"
"332","514","45242","0"
"333","515","45264","0"
"334","516","45271","0"
"335","517","45797","0"
"336","518","45521","0"
"337","519","45520","0"
"338","520","45522","0"
"339","521","42147","0"
"340","522","46686","0"
"341","523","46729","0"
"342","524","46799","0"
"343","525","1281","0"
"344","526","46929","0"
"345","527","46930","0"
"346","528","47166","0"
"347","529","47165","0"
"348","530","47256","0"
"349","531","47238","0"
"350","532","48014","0"
"351","533","47716","0"
"352","534","47718","0"
"353","535","47715","0"
"354","536","47717","0"
"355","537","47825","0"
"356","419","38261","0"
"357","420","34955","0"
"358","421","38260","0"
"359","422","38668","0"
"360","423","38607","0"
"361","424","38756","0"
"362","425","38783","0"
"363","426","17011","0"
"364","427","38482","0"
"365","428","38755","0"
"366","429","1281","0"
"367","430","16992","0"
"368","431","1961","0"
"369","432","37204","0"
"370","433","38972","0"
"371","434","39060","0"
"372","435","39096","0"
"373","436","39095","0"
"374","437","39192","0"
"375","438","14939","0"
"376","439","39530","0"
"377","440","39546","0"
"378","441","39547","0"
"379","442","39561","0"
"380","443","39562","0"
"381","444","39563","0"
"382","445","39229","0"
"383","446","40029","0"
"384","447","40568","0"
"385","448","40590","0"
"386","449","41711","0"
"387","450","41903","0"
"388","451","42185","0"
"389","452","42250","0"
"390","453","42352","0"
"391","454","61363","0"
"392","455","42498","0"
"393","456","42500","0"
"394","457","42502","0"
"395","458","42499","0"
"396","459","42501","0"
"397","255","27245","0"
"398","256","27243","0"
"399","257","27244","0"
"400","258","27246","0"
"401","259","27248","0"
"402","260","27239","0"
"403","261","27242","0"
"404","262","28044","0"
"405","263","28040","0"
"406","264","28041","0"
"407","265","28045","0"
"408","266","28042","0"
"409","267","28043","0"
"410","268","25836","0"
"411","269","27820","0"
"412","270","27821","0"
"413","271","27818","0"
"414","272","27819","0"
"415","273","27237","0"
"416","274","27238","0"
"417","275","25870","0"
"418","276","27913","0"
"419","277","27914","0"
"420","278","28053","0"
"421","279","28060","0"
"422","280","27237","0"
"423","284","27238","0"
"424","285","28082","0"
"425","286","27241","0"
"426","287","27240","0"
"427","288","27239","0"
"428","289","27242","0"
"429","290","27659","0"
"430","291","27525","0"
"431","292","28402","0"
"432","293","28417","0"
"433","294","28912","0"
"434","295","29261","0"
"435","296","29258","0"
"436","297","29256","0"
"437","298","28571","0"
"438","299","29255","0"
"439","300","29260","0"
"440","301","29259","0"
"441","302","29262","0"
"442","303","29257","0"
"443","304","28890","0"
"444","305","22471","0"
"445","306","28953","0"
"446","307","28954","0"
"447","308","10718","0"
"448","309","12241","0"
"449","310","207","0"
"450","311","29102","0"
"451","312","29161","0"
"452","313","25511","0"
"453","314","29130","0"
"454","317","25593","0"
"455","318","28606","0"
"456","319","14333","0"
"457","320","28607","0"
"458","321","29043","0"
"459","322","28556","0"
"460","323","14375","0"
"461","324","28612","0"
"462","325","14343","0"
"463","326","28605","0"
"464","327","14335","0"
"465","328","29344","0"
"466","329","22474","0"
"467","330","29696","0"
"468","331","28888","0"
"469","332","28889","0"
"470","333","29344","0"
"471","334","29378","0"
"472","335","29379","0"
"473","336","29754","0"
"474","337","29755","0"
"475","338","28919","0"
"476","339","28918","0"
"477","340","29794","0"
"478","341","28918","0"
"479","342","29283","0"
"480","343","29284","0"
"481","344","29937","0"
"482","345","29938","0"
"483","346","30518","0"
"484","347","30141","0"
"485","348","30175","0"
"486","349","30346","0"
"487","350","30366","0"
"488","351","30501","0"
"489","352","30989","0"
"490","358","31047","0"
"491","363","31007","0"
"492","364","31154","0"
"493","365","31156","0"
"494","366","25279","0"
"495","367","31367","0"
"496","368","31368","0"
"497","369","31803","0"
"498","370","31803","0"
"499","371","31803","0"
"500","372","31721","0"
"501","373","34956","0"
"502","374","31837","0"
"503","375","28063","0"
"504","376","31958","0"
"505","538","47826","0"
"506","539","47828","0"
"507","540","47827","0"
"508","541","47976","0"
"509","542","47981","0"
"510","543","47983","0"
"511","544","48020","0"
"512","545","48100","0"
"513","546","48101","0"
"514","547","48931","0"
"515","548","48815","0"
"516","549","48816","0"
"517","550","48858","0"
"518","551","48714","0"
"519","552","48946","0"
"520","553","49295","0"
"521","554","51037","0"
"522","555","51048","0"
"523","556","51323","0"
"524","557","51479","0"
"525","558","51482","0"
"526","559","51485","0"
"527","560","51484","0"
"528","561","51488","0"
"529","562","51361","0"
"530","563","51360","0"
"531","564","51359","0"
"532","565","51484","0"
"535","568","51993","0"
"536","571","53038","0"
"537","573","1281","0"
"538","754","69661","0"
"539","595","55896","0"
"540","600","53774","0"
"541","597","39192","0"
"542","596","63020","0"
"543","598","65832","0"
"544","593","55896","0"
"545","594","55907","0"
"546","606","58772","0"
"547","773","72700","0"
"548","780","67575","0"
"549","749","62480","0"
"550","607","59159","0"
"551","608","59321","0"
"552","678","61803","0"
"553","755","63249","0"
"554","679","61804","0"
"555","603","46453","0"
"556","630","59744","0"
"557","631","59746","0"
"558","632","59745","0"
"559","633","70051","0"
"560","634","59751","0"
"561","635","59363","0"
"562","636","59364","0"
"563","637","59365","0"
"564","638","59366","0"
"565","639","59367","0"
"566","640","60574","0"
"567","641","60575","0"
"568","642","59756","0"
"569","643","59752","0"
"570","644","59753","0"
"571","645","59754","0"
"572","647","59757","0"
"573","648","59759","0"
"574","649","59760","0"
"575","650","59762","0"
"576","651","60208","0"
"577","652","60207","0"
"578","654","60577","0"
"579","655","60578","0"
"580","656","68851","0"
"581","657","54114","0"
"582","661","59392","0"
"583","662","59391","0"
"584","609","59320","0"
"585","610","59322","0"
"586","611","59324","0"
"587","612","59323","0"
"588","613","59837","0"
"589","614","59339","0"
"590","615","59340","0"
"591","616","59341","0"
"592","617","59342","0"
"593","618","59343","0"
"594","619","59349","0"
"595","620","59348","0"
"596","621","59347","0"
"597","622","59346","0"
"598","623","59344","0"
"599","624","59739","0"
"600","625","59738","0"
"601","626","59737","0"
"602","627","59736","0"
"603","628","59735","0"
"604","629","59743","0"
"605","767","14584","0"
"606","743","62480","0"
"607","745","62487","0"
"608","741","62148","0"
"609","747","1281","0"
"610","744","62493","0"
"611","664","25834","0"
"612","673","61254","0"
"613","748","1281","0"
"614","663","69276","0"
"615","680","22631","0"
"616","769","64960","0"
"617","775","65760","0"
"618","854","67042","0"
"619","781","67594","0"
"620","783","62412","0"
"621","751","62893","0"
"622","762","64426","0"
"623","760","64378","0"
"624","761","64377","0"
"625","763","64582","0"
"626","764","64583","0"
"627","779","70874","0"
"628","681","22631","0"
"629","753","63032","0"
"630","759","63956","0"
"631","683","4807","0"
"632","684","6474","0"
"633","685","6475","0"
"634","686","6476","0"
"635","687","6477","0"
"636","688","6478","0"
"637","689","15791","0"
"638","690","18724","0"
"639","691","6569","0"
"640","692","995","0"
"641","693","2404","0"
"642","694","2404","0"
"643","695","21939","0"
"644","696","21939","0"
"645","697","21939","0"
"646","698","22724","0"
"647","699","17158","0"
"648","700","25958","0"
"649","701","25958","0"
"650","702","24913","0"
"651","703","25958","0"
"652","704","25958","0"
"653","705","17699","0"
"654","706","21939","0"
"655","707","28063","0"
"656","708","28061","0"
"657","709","28064","0"
"658","710","17697","0"
"659","711","17699","0"
"660","712","27567","0"
"661","713","27567","0"
"667","719","31248","0"
"668","720","31248","0"
"669","721","31248","0"
"670","722","31248","0"
"671","723","31958","0"
"672","724","31958","0"
"673","725","31958","0"
"674","726","31958","0"
"677","729","31958","0"
"679","731","17718","0"
"680","732","39091","0"
"681","733","38260","0"
"683","735","43900","0"
"684","736","52403","0"
"685","737","2410","0"
"686","738","25871","0"
"687","739","22631","0"
"688","768","64849","0"
"689","772","65040","0"
"690","765","64726","0"
"691","758","63873","0"
"692","778","65994","0"
"693","756","63580","0"
"694","682","38785","0"
"695","776","65845","0"
"696","791","70040","0"
"697","793","70060","0"
"698","796","70061","0"
"699","787","47744","0"
"700","792","53092","0"
"701","786","14584","0"
"702","797","70099","0"
"703","784","68069","0"
"704","802","29361","0"
"705","805","70440","0"
"706","803","68251","0"
"707","807","69899","0"
"708","800","68849","0"
"709","826","71001","0"
"710","831","70997","0"
"711","838","71939","0"
"712","808","25280","0"
"713","811","70474","0"
"714","815","70477","0"
"715","816","70475","0"
"716","817","70476","0"
"717","818","14584","0"
"718","820","30501","0"
"719","821","31368","0"
"720","822","19085","0"
"721","832","70999","0"
"722","833","70998","0"
"723","841","71973","0"
"724","842","71816","0"
"725","834","70996","0"
"726","879","74026","0"
"727","880","74025","0"
"728","836","71000","0"
"729","843","71975","0"
"730","848","73315","0"
"731","849","73316","0"
"732","844","72020","0"
"733","847","68848","0"
"734","823","30501","0"
"735","824","31368","0"
"736","825","19085","0"
"737","850","73317","0"
"738","851","73319","0"
"739","852","73320","0"
"740","853","73321","0"
"741","845","72071","0"
"742","896","74298","0"
"743","883","74104","0"
"744","804","70619","0"
"745","794","70062","0"
"746","846","63625","0"
"747","877","73991","0"
"748","875","73808","0"
"749","855","73254","0"
"750","878","73248","0"
"751","795","70063","0"
"752","881","74032","0"
"755","908","73785","33136"
"756","908","73778","32509"
"799","905","74480","0"
"800","899","74315","0"
"801","900","74320","0"
"802","901","74321","0"
"803","870","73782","0"
"804","872","73781","0"
"805","889","74135","0"
"806","890","74134","0"
"807","891","74136","0"
"808","882","74034","0"
"809","898","74303","0"
"810","876","73817","0"
"811","884","74133","0"
"812","885","74148","0"
"814","888","76024","18178"
"817","860","73770","28913"
"818","861","73774","18174"
"821","864","73784","0"
"822","865","73780","0"
"823","866","73785","18160"
"824","867","73778","18182"
"825","868","73783","0"
"826","892","74149","0"
"827","893","74150","0"
"828","894","74151","0"
"829","873","73805","0"
"830","874","73806","0"
"834","930","75532","0"
"835","931","75533","0"
"836","932","75585","0"
"838","934","75637","0"
"839","17","51651","20879"
"840","83","51652","20879"
"845","888","74144","18179"
"846","888","76025","18180"
"847","861","73775","18175"
"848","861","73773","18173"
"849","860","73768","38359"
"850","860","73769","38360"
"851","867","75994","18184"
"852","867","75995","18183"
"853","866","75313","18158"
"854","866","75314","18159"
"858","939","76318","0"
"860","941","67039","0"
"861","942","76424","0"
"862","943","63628","0"
"863","944","68053","0"
"864","945","76427","0"
"865","946","76426","0"
"866","947","74314","0"
"867","948","76533","0"
"868","949","76586","0"
"877","954","79436","0"
"878","955","76646","0"
"880","906","74900","0"
"884","961","78092","0"
"885","962","78105","0"
"888","964","79443","0"
"889","965","79437","0"
"890","966","79441","0"
"891","967","79438","0"
"892","968","79444","0"
"894","970","76311","0"
"895","971","79479","0"
"896","972","79480","0"
"897","973","79484","0"
"898","974","79485","0"
"899","975","79487","0"
"900","976","79486","0"
"902","978","79583","0"
"903","979","79595","0"
"904","980","79593","0"
"905","981","79592","0"
"906","982","79613","0"
"907","983","79732","0"
"908","984","79789","0"
"909","985","79790","0"
"910","986","79440","0"
"911","987","74151","0"
"913","989","74149","0"
"914","990","74150","0"
"915","991","74148","0"
"916","992","79137","0"
