"20","6654","Brown Wolf","Can howl loudly enough to be heard for miles.","|cFFFFD200Vendor: |rOgunaro Wolfrunner|n|cFFFFD200Zone: |rOrgrimmar|n|cFFFFD200Cost: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t","0","230","0","2","0","4"
"21","6777","Gray Ram","Male rams will often smash their thick skulls against each other for hours to impress a female. In that way, they're very similar to dwarves.","|cFFFFD200Vendor: |rVeron Amberstill|n|cFFFFD200Zone: |rDun Morogh|n|cFFFFD200Cost: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t","0","230","0","2","0","4"
"22","6896","Black Ram","I've not seen this breed in in ages, but when they're ram tough they stick around. -Veron Amberstill","|cFFFFD200Legacy|r","0","230","64","2","0","4"
"24","6898","White Ram","Male rams will often smash their thick skulls against each other for hours to impress a female. In that way, they're very similar to dwarves.","|cFFFFD200Vendor: |rVeron Amberstill|n|cFFFFD200Zone: |rDun Morogh|n|cFFFFD200Cost: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t","0","230","0","2","0","4"
"25","6899","Brown Ram","Male rams will often smash their thick skulls against each other for hours to impress a female. In that way, they're very similar to dwarves.","|cFFFFD200Vendor: |rVeron Amberstill|n|cFFFFD200Zone: |rDun Morogh|n|cFFFFD200Cost: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t","0","230","0","2","0","4"
"26","8394","Striped Frostsaber","This hearty mount's ferocious appetite earned it the nickname ""Dragon Belly"" in the night elf language.","|cFFFFD200Vendor: |rLelanai|n|cFFFFD200Zone: |rDarnassus|n|cFFFFD200Cost: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t","0","230","0","2","0","4"
"27","8395","Emerald Raptor","Bred from the fiercest stock anywhere and guaranteed not to bite (much).","|cFFFFD200Vendor: |rZjolnir|n|cFFFFD200Zone: |rDurotar|n|cFFFFD200Cost: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t","0","230","0","2","0","4"
"28","8980","Skeletal Horse","Like most undead creatures, it did not choose its fate.","|cFFFFD200Legacy|r","0","230","64","2","0","4"
"31","10789","Spotted Frostsaber","This hearty mount's ferocious appetite earned it the nickname ""Dragon Belly"" in the night elf language.","|cFFFFD200Vendor: |rLelanai|n|cFFFFD200Zone: |rDarnassus|n|cFFFFD200Cost: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t|n","0","230","0","2","0","4"
"34","10793","Striped Nightsaber","Considered one of Azeroth's perfect predators, these agile beasts can sprint through dense forests without making a sound.","|cFFFFD200Vendor: |rLelanai|n|cFFFFD200Zone: |rDarnassus|n|cFFFFD200Cost: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t","0","230","0","2","0","4"
"35","10795","Ivory Raptor","Bred from the fiercest stock anywhere and guaranteed not to bite (much).","|cFFFFD200Legacy|r","0","230","64","2","0","4"
"36","10796","Turquoise Raptor","Bred from the fiercest stock anywhere and guaranteed not to bite (much).","|cFFFFD200Vendor: |rZjolnir|n|cFFFFD200Zone: |rDurotar|n|cFFFFD200Cost: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t","0","230","0","2","0","4"
"38","10799","Violet Raptor","Bred from the fiercest stock anywhere and guaranteed not to bite (much).","|cFFFFD200Vendor: |rZjolnir|n|cFFFFD200Zone: |rDurotar|n|cFFFFD200Cost: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t","0","230","0","2","0","4"
"39","10873","Red Mechanostrider","""The terradynamic exo-plotters are conjoined by hydraulic imaging to the equilibrium enhancers..."" -Binjy Featherwhistle","|cFFFFD200Vendor: |rMilli Featherwhistle|n|cFFFFD200Zone: |rDun Morogh|n|cFFFFD200Cost: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t","0","230","0","2","0","4"
"40","10969","Blue Mechanostrider","""The terradynamic exo-plotters are conjoined by hydraulic imaging to the equilibrium enhancers..."" -Binjy Featherwhistle","|cFFFFD200Vendor: |rMilli Featherwhistle|n|cFFFFD200Zone: |rDun Morogh|n|cFFFFD200Cost: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t","0","230","0","2","0","4"
"41","13819","Warhorse","Trained to stand firm in righteous combat.","|cFFFFD200Paladin|r|n","0","230","4","1","27943","4"
"42","15779","White Mechanostrider Mod B","Forced to recall the model after numerous complaints of an ""uncontrollable throttle"", Gnomish engineers now refer to a proto-type blunder as a ""model B"".","|cFFFFD200Legacy|r","0","230","64","2","0","4"
"43","15780","Green Mechanostrider","""The terradynamic exo-plotters are conjoined by hydraulic imaging to the equilibrium enhancers..."" -Binjy Featherwhistle","|cFFFFD200Vendor: |rMilli Featherwhistle|n|cFFFFD200Zone: |rDun Morogh|n|cFFFFD200Cost: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t","0","230","64","2","0","4"
"45","16055","Black Nightsaber","Considered one of Azeroth's perfect predators, these agile beasts can sprint through dense forests without making a sound.","|cFFFFD200Legacy|r","0","230","64","2","0","4"
"46","16056","Ancient Frostsaber","The lack of spots or stripes marks this beast as a descendant of the most ancient frostsaber line.","|cFFFFD200Legacy|r","0","230","64","2","0","4"
"50","16080","Red Wolf","Almost none remain in the whole of Azeroth; only the most experienced will have seen one.","|cFFFFD200Legacy|r","0","230","64","2","0","4"
"51","16081","Arctic Wolf","Once thought to be nearly extinct, this wolf can still occasionally be seen in the company of a few Horde veterans","|cFFFFD200Legacy|r","0","230","64","0","0","4"
"52","16082","Palomino","Human nobles have long favored this majestic breed for its beautiful golden coat and flowing white mane.","|cFFFFD200Legacy|r","0","230","64","2","0","4"
"53","16083","White Stallion","The powerful and unyielding white stallion features heavily in the myths of ancient human tribes.","|cFFFFD200Legacy|r","0","230","64","2","0","4"
"54","16084","Mottled Red Raptor","Bred from the fiercest stock anywhere and guaranteed not to bite (much).","|cFFFFD200Legacy|r","0","230","64","2","0","4"
"55","17229","Winterspring Frostsaber","Taming this savage breed requires patience, strength, and a large supply of fake mice and twine.","|cFFFFD200Quest: |rThey Grow Up So Fast|n|cFFFFD200Zone: |rWinterspring","0","230","4","1","0","4"
"56","17450","Ivory Raptor","Bred from the fiercest stock anywhere and guaranteed not to bite (much).","|cFFFFD200Legacy|r","0","230","64","2","0","4"
"57","17453","Green Mechanostrider","""The terradynamic exo-plotters are conjoined by hydraulic imaging to the equilibrium enhancers..."" -Binjy Featherwhistle","|cFFFFD200Vendor: |rMilli Featherwhistle|n|cFFFFD200Zone: |rDun Morogh|n|cFFFFD200Cost: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t","0","230","0","2","0","4"
"58","17454","Unpainted Mechanostrider","""The terradynamic exo-plotters are conjoined by hydraulic imaging to the equilibrium enhancers..."" -Binjy Featherwhistle","|cFFFFD200Vendor: |rMilli Featherwhistle|n|cFFFFD200Zone: |rDun Morogh|n|cFFFFD200Cost: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t","0","230","0","2","0","4"
"62","17459","Icy Blue Mechanostrider Mod A","This historic piece of gnomish engineering was forced into retirement due to its extremely ""touchy"" gyroscometer.","|cFFFFD200Legacy|r","0","230","64","2","0","4"
"63","17460","Frost Ram","I've not seen this breed in in ages, but when they're ram tough they stick around."""" -Veron Amberstill""","|cFFFFD200Legacy|r","0","230","64","2","0","4"
"64","17461","Black Ram","I've not seen this breed in in ages, but when they're ram tough they stick around. -Veron Amberstill","|cFFFFD200Legacy|r","0","230","64","2","0","4"
"65","17462","Red Skeletal Horse","The Forsaken believe that without a purpose, even beasts of burden suffer in undeath.","|cFFFFD200Vendor: |rZachariah Post|n|cFFFFD200Zone: |rTirisfal Glades|n|cFFFFD200Cost: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t","0","230","0","2","0","4"
"66","17463","Blue Skeletal Horse","The Forsaken believe that without a purpose, even beasts of burden suffer in undeath.","|cFFFFD200Vendor: |rZachariah Post|n|cFFFFD200Zone: |rTirisfal Glades|n|cFFFFD200Cost: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t","0","230","0","2","0","4"
"67","17464","Brown Skeletal Horse","The Forsaken believe that without a purpose, even beasts of burden suffer in undeath.","|cFFFFD200Vendor: |rZachariah Post|n|cFFFFD200Zone: |rTirisfal Glades|n|cFFFFD200Cost: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t","0","230","0","2","0","4"
"68","17465","Green Skeletal Warhorse","When fallen heroes are raised into undeath, so too are their horses.","|cFFFFD200Vendor: |rZachariah Post|n|cFFFFD200Zone: |rTirisfal Glades|n|cFFFFD200Cost: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t","0","230","0","2","0","4"
"69","17481","Rivendare's Deathcharger","When Baron Rivendare became a champion of the Scourge, he condemned his favorite horse to join him in undeath.","|cFFFFD200Drop:|r Lord Aurius Rivendare|n|cFFFFD200Location:|r Stratholme","0","230","0","0","0","4"
"70","18363","Riding Kodo","""The kodo is the backbone of our people. Wherever the Horde goes - in trade, settlement, or war - there you will find the mighty kodo."" - Harb Clawhoof","|cFFFFD200Legacy|r","0","230","64","2","0","4"
"71","18989","Gray Kodo","""The kodo is the backbone of our people. Wherever the Horde goes - in trade, settlement, or war - there you will find the mighty kodo."" - Harb Clawhoof","|cFFFFD200Vendor: |rHarb Clawhoof|n|cFFFFD200Zone: |rMulgore|n|cFFFFD200Cost: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t","0","230","0","2","0","4"
"72","18990","Brown Kodo","""The kodo is the backbone of our people. Wherever the Horde goes - in trade, settlement, or war - there you will find the mighty kodo."" - Harb Clawhoof","|cFFFFD200Vendor: |rHarb Clawhoof|n|cFFFFD200Zone: |rMulgore|n|cFFFFD200Cost: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t","0","230","0","2","0","4"
"73","18991","Green Kodo","An alpha member of the herd, this kodo is a prime example of the mighty creatures which thunder through Desolace.","|cFFFFD200Legacy|r","0","230","64","2","0","4"
"74","18992","Teal Kodo","""The kodo is the backbone of our people. Wherever the Horde goes - in trade, settlement, or war - there you will find the mighty kodo."" - Harb Clawhoof","|cFFFFD200Legacy|r","0","230","64","2","0","4"
"75","22717","Black War Steed","Trained to withstand brutal hand-to-hand combat in the fiercest battlefields.","|cFFFFD200Vendor: |rLieutenant Karter|n|cFFFFD200Zone: |rStormwind City|n|cFFFFD200Cost: |r2000|TINTERFACE\PVPFRAME\PVPCurrency-Honor-Alliance.blp:0|t","0","230","0","2","0","4"
"76","22718","Black War Kodo","Bred for their aggressive, unpredictable demeanor by the Kor'kron stablemasters, the Black War Kodos' trumpeting call signifies that blood will soon be shed.","|cFFFFD200Vendor: |rRaider Bork|n|cFFFFD200Zone: |rOrgrimmar|n|cFFFFD200Cost: |r2000|TINTERFACE\PVPFRAME\PVPCurrency-Honor-Horde.blp:0|t","0","230","0","2","0","4"
"77","22719","Black Battlestrider","A properly accelerated gnome in battle is a thing of terrible beauty. - High Tinker Mekkatorque","|cFFFFD200Vendor: |rLieutenant Karter|n|cFFFFD200Zone: |rStormwind City|n|cFFFFD200Cost: |r2000|TINTERFACE\PVPFRAME\PVPCurrency-Honor-Alliance.blp:0|t","0","230","0","2","0","4"
"78","22720","Black War Ram","The dwarves value their ram companions for their fearlessness charging into battle.","|cFFFFD200Vendor: |rLieutenant Karter|n|cFFFFD200Zone: |rStormwind City|n|cFFFFD200Cost: |r2000|TINTERFACE\PVPFRAME\PVPCurrency-Honor-Alliance.blp:0|t","0","230","0","2","0","4"
"79","22721","Black War Raptor","Bred from the same vicious line of raptors which sired Ohgan and brought victory to the Gurubashi Empire.","|cFFFFD200Vendor: |rRaider Bork|n|cFFFFD200Zone: |rOrgrimmar|n|cFFFFD200Cost: |r2000|TINTERFACE\PVPFRAME\PVPCurrency-Honor-Horde.blp:0|t","0","230","0","2","0","4"
"80","22722","Red Skeletal Warhorse","When fallen heroes are raised into undeath, so too are their horses.","|cFFFFD200Vendor: |rRaider Bork|n|cFFFFD200Zone: |rOrgrimmar|n|cFFFFD200Cost: |r2000|TINTERFACE\PVPFRAME\PVPCurrency-Honor-Horde.blp:0|t","0","230","0","2","0","4"
"81","22723","Black War Tiger","Like their distant nightsaber cousins, tigers are renowned for their razor-sharp claws, incredible agility, and love of being scratched behind the ears.","|cFFFFD200Vendor: |rLieutenant Karter|n|cFFFFD200Zone: |rStormwind City|n|cFFFFD200Cost: |r2000|TINTERFACE\PVPFRAME\PVPCurrency-Honor-Alliance.blp:0|t","0","230","0","2","0","4"
"82","22724","Black War Wolf","Prized by Orgrimmar guards for their keen sense of smell.","|cFFFFD200Vendor: |rRaider Bork|n|cFFFFD200Zone: |rOrgrimmar|n|cFFFFD200Cost: |r2000|TINTERFACE\PVPFRAME\PVPCurrency-Honor-Horde.blp:0|t","0","230","0","2","0","4"
"83","23161","Dreadsteed","WARNING: It craves only fel energy. Not apples. It hates the seeds.","|cFFFFD200Class: |rWarlock","0","230","0","1","31504","4"
"84","23214","Charger","Redeemed by the Light. Devoted to your cause.","|cFFFFD200Paladin|r","0","230","4","1","27943","4"
"85","23219","Swift Mistsaber","Some historians claim that this breed's misty grey coat is the result of ancient Highborne experiments conducted on nightsabers.","|cFFFFD200Vendor: |rLelanai|n|cFFFFD200Zone: |rDarnassus|n|cFFFFD200Cost: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t","0","230","0","2","0","4"
"87","23221","Swift Frostsaber","Night elves raise frostsaber cubs from infancy, forging lifelong bonds of trust between rider and beast.","|cFFFFD200Vendor:|r Lelanai|n|cFFFFD200Location:|r Darnassus|n|cFFFFD200Cost: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t","0","230","0","2","0","4"
"88","23222","Swift Yellow Mechanostrider","We have made a lot of improvements, but they are still based on the Mekkatorque designs. -Milli Featherwhistle","|cFFFFD200Vendor: |rMilli Featherwhistle|n|cFFFFD200Zone: |rDun Morogh|n|cFFFFD200Cost: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t","0","230","0","2","0","4"
"89","23223","Swift White Mechanostrider","We have made a lot of improvements, but they are still based on the Mekkatorque designs. -Milli Featherwhistle","|cFFFFD200Vendor: |rMilli Featherwhistle|n|cFFFFD200Zone: |rDun Morogh|n|cFFFFD200Cost: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t","0","230","0","2","0","4"
"90","23225","Swift Green Mechanostrider","We have made a lot of improvements, but they are still based on the Mekkatorque designs. -Milli Featherwhistle","|cFFFFD200Vendor: |rMilli Featherwhistle|n|cFFFFD200Zone: |rDun Morogh|n|cFFFFD200Cost: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t","0","230","0","2","0","4"
"91","23227","Swift Palomino","Prized by horse breeders for their discipline and steadfastness.","|cFFFFD200Vendor: |rKatie Stokx|n|cFFFFD200Zone: |rStormwind City|n|cFFFFD200Cost: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t","0","230","0","2","0","4"
"92","23228","Swift White Steed","A veteran of some of the toughest battles fought by the Argent Crusade.","|cFFFFD200Vendor: |rKatie Stokx|n|cFFFFD200Zone: |rStormwind City|n|cFFFFD200Cost: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t","0","230","0","2","0","4"
"93","23229","Swift Brown Steed","A veteran of some of the toughest battles fought by the Argent Crusade.","|cFFFFD200Vendor: |rKatie Stokx|n|cFFFFD200Zone: |rStormwind City|n|cFFFFD200Cost: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t","0","230","0","2","0","4"
"94","23238","Swift Brown Ram","The Barak Tor'ol ram's thick bony skull and massive horns make it the ideal mount for charging through groups of armored enemies.","|cFFFFD200Vendor: |rVeron Amberstill|n|cFFFFD200Zone: |rDun Morogh|n|cFFFFD200Cost: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t","0","230","0","2","0","4"
"95","23239","Swift Gray Ram","The Barak Tor'ol ram's thick bony skull and massive horns make it the ideal mount for charging through groups of armored enemies.","|cFFFFD200Vendor: |rVeron Amberstill|n|cFFFFD200Zone: |rDun Morogh|n|cFFFFD200Cost: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t","0","230","0","2","0","4"
"96","23240","Swift White Ram","The Barak Tor'ol ram's thick bony skull and massive horns make it the ideal mount for charging through groups of armored enemies.","|cFFFFD200Vendor: |rVeron Amberstill|n|cFFFFD200Zone: |rDun Morogh|n|cFFFFD200Cost: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t|n","0","230","0","2","0","4"
"97","23241","Swift Blue Raptor","Longtime allies of the trolls, these jungle hunters form a special bond with their masters. They become steed, guardian, and friend.","|cFFFFD200Vendor: |rZjolnir|n|cFFFFD200Zone: |rDurotar|n|cFFFFD200Cost: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t","0","230","0","2","0","4"
"98","23242","Swift Olive Raptor","Longtime allies of the trolls, these jungle hunters form a special bond with their masters. They become mount, guardian, and friend.","|cFFFFD200Vendor: |rZjolnir|n|cFFFFD200Zone: |rDurotar|n|cFFFFD200Cost: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t","0","230","0","2","0","4"
"99","23243","Swift Orange Raptor","Longtime allies of the trolls, these jungle hunters form a special bond with their masters. They become mount, guardian, and friend.","|cFFFFD200Vendor: |rZjolnir|n|cFFFFD200Zone: |rDurotar|n|cFFFFD200Cost: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t","0","230","0","2","0","4"
"100","23246","Purple Skeletal Warhorse","When fallen heroes are raised into undeath, so too are their horses.","|cFFFFD200Vendor: |rZachariah Post|n|cFFFFD200Zone: |rTirisfal Glades|n|cFFFFD200Cost: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t","0","230","0","2","0","4"
"101","23247","Great White Kodo","A rare albino of the species first spotted in Desolace.  The centaur claim that a white kodo is a harbinger of doom.","|cFFFFD200Vendor: |rHarb Clawhoof|n|cFFFFD200Zone: |rMulgore|n|cFFFFD200Cost: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t","0","230","0","2","0","4"
"102","23248","Great Gray Kodo","An alpha member of the herd, this kodo is a prime example of the mighty creatures which thunder through Desolace.","|cFFFFD200Vendor: |rHarb Clawhoof|n|cFFFFD200Zone: |rMulgore|n|cFFFFD200Cost: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t","0","230","0","2","0","4"
"103","23249","Great Brown Kodo","An alpha member of the herd, this kodo is a prime example of the mighty creatures which thunder through the Northern Barrens.","|cFFFFD200Vendor:|r Harb Clawhoof|n|cFFFFD200Location:|r Mulgore|n|cFFFFD200Cost: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t","0","230","0","2","0","4"
"104","23250","Swift Brown Wolf","The wolves of the Horde are befriended, not domesticated.","|cFFFFD200Vendor: |rOgunaro Wolfrunner|n|cFFFFD200Zone: |rOrgrimmar|n|cFFFFD200Cost: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t","0","230","0","2","0","4"
"105","23251","Swift Timber Wolf","The wolves of the Horde are befriended, not domesticated.","|cFFFFD200Vendor: |rOgunaro Wolfrunner|n|cFFFFD200Zone: |rOrgrimmar|n|cFFFFD200Cost: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t","0","230","0","2","0","4"
"106","23252","Swift Gray Wolf","The wolves of the Horde are befriended, not domesticated.","|cFFFFD200Vendor: |rOgunaro Wolfrunner|n|cFFFFD200Zone: |rOrgrimmar|n|cFFFFD200Cost: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t","0","230","0","2","0","4"
"107","23338","Swift Stormsaber","Rumor has it that this breed was named after the renowned archdruid Malfurion Stormrage.","|cFFFFD200Vendor: |rLelanai|n|cFFFFD200Zone: |rDarnassus|n|cFFFFD200Cost: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t","0","230","0","2","0","4"
"108","23509","Frostwolf Howler","Raised in the Alterac Mountains by the Frostwolf Clan.","|cFFFFD200Vendor: |rJorek Ironside|n|cFFFFD200Zone: |rHillsbrad Foothills|n|cFFFFD200Cost: |r2000|TINTERFACE\PVPFRAME\PVPCurrency-Honor-Horde.blp:0|t|n|n","0","230","4","2","0","4"
"109","23510","Stormpike Battle Charger","The Stormpike clan's mount trainers have a tradition of etching their names onto the left horn of every battle ram they raise.","|cFFFFD200Vendor: |rThanthaldis Snowgleam|n|cFFFFD200Zone: |rHillsbrad Foothills|n|cFFFFD200Cost: |r2000|TINTERFACE\PVPFRAME\PVPCurrency-Honor-Alliance.blp:0|t","0","230","4","2","0","4"
"110","24242","Swift Razzashi Raptor","The only known Razzashi Raptors were said to have been in the custody of Bloodlord Mandokir in Zul'Gurub.  This species of raptor has not been seen in many years.","|cFFFFD200Drop: |rBloodlord Mandokir|n|cFFFFD200Location: |rZul'Gurub","0","230","64","0","0","4"
"111","24252","Swift Zulian Tiger","The last known Zulian tigers were kept by High Priest Thekal, deep within Zul'Gurub.  They are said to have been hunted into extinction.","|cFFFFD200Legacy|r","0","230","64","0","0","4"
"116","25863","Black Qiraji Battle Tank","Although many varieties of Qiraji Battle Tank can still be found in the ruins of Ahn'Qiraj today, the darkest of the species were only seen on the day the Scarab gong was rung.","|cFFFFD200Legacy|r","0","230","64","0","0","44"
"117","25953","Blue Qiraji Battle Tank","This (relatively) domesticated silithid is at home only in the desert sands of Ahn'Qiraj.","|cFFFFD200Drop: |rWorld Drop|n|cFFFFD200Location: |rTemple of Ahn'Qiraj","0","241","0","0","0","44"
"118","26054","Red Qiraji Battle Tank","This (relatively) domesticated silithid is at home only in the desert sands of Ahn'Qiraj.","|cFFFFD200Drop: |rWorld Drop|n|cFFFFD200Location: |rTemple of Ahn'Qiraj","0","241","0","0","0","44"
"119","26055","Yellow Qiraji Battle Tank","This (relatively) domesticated silithid is at home only in the desert sands of Ahn'Qiraj.","|cFFFFD200Drop: |rWorld Drop|n|cFFFFD200Location: |rTemple of Ahn'Qiraj","0","241","0","0","0","44"
"120","26056","Green Qiraji Battle Tank","This (relatively) domesticated silithid is at home only in the desert sands of Ahn'Qiraj.","|cFFFFD200Drop: |rWorld Drop|n|cFFFFD200Location: |rTemple of Ahn'Qiraj","0","241","0","0","0","44"
"121","26655","Black Qiraji Battle Tank","Although many varieties of Qiraji Battle Tank can still be found in the ruins of Ahn'Qiraj today, the darkest of the species were only seen on the day the Scarab gong was rung.","|cFFFFD200Legacy|r","0","230","64","0","0","44"
"122","26656","Black Qiraji Battle Tank","Although many varieties of Qiraji Battle Tank can still be found in the ruins of Ahn'Qiraj today, the darkest of the species were only seen on the day the Scarab gong was rung.","|cFFFFD200Drop: |rWorld Drop|n|cFFFFD200Location: |rTemple of Ahn'Qiraj","0","230","64","0","0","44"
"123","28828","Nether Drake","The moods of these tempestuous mounts are known to shift as unpredictably and as violently as their physical forms.","|cFFFFD200Vendor: |rDrake Dealer Hurlunk|n|cFFFFD200Zone: |rShadowmoon Valley, Outland|n|cFFFFD200Cost: |r200|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t","0","248","192","2","0","4"
"125","30174","Riding Turtle","Slow and steady might not always win you the race but it'll get you there... eventually.","|cFFFFD200Vendor: |rLandro Longshot|n|cFFFFD200Location:|r Booty Bay","0","231","144","8","0","4"
"129","32235","Golden Gryphon","They love lions in Stormwind, and the gryphon is half lion. Of course they might not like which half. -Gryphon Master Talonaxe","|cFFFFD200Vendor: |rTannec Stonebeak|n|cFFFFD200Zone: |rStormwind City|n|cFFFFD200Cost: |r50|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t","0","248","132","2","0","4"
"130","32239","Ebon Gryphon","They love lions in Stormwind, and the gryphon is half lion. Of course they might not like which half. -Gryphon Master Talonaxe","|cFFFFD200Vendor: |rTannec Stonebeak|n|cFFFFD200Zone: |rStormwind City|n|cFFFFD200Cost: |r50|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t","0","248","132","2","0","4"
